show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,ratingdescription,user_rating_score,user_rating_size,language,Url
2472,Movie,Lady Driver,Shaun Paul Piccinino,"Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien, Amanda Detmer, John Ducey, Matthew Joel Kranyak, David Gridley",United States,02-May-20,2019,PG,104 min,"Dramas, Sports Movies","When a rebellious teen searches for her unknown roots, it leads her to the sport of dirt track racing and a discovery she didn't expect.",35,,82,English,"https://m.media-amazon.com/images/M/MV5BNTE0M2ZiNTgtNjQ5MC00MDBjLWExNmUtYzUxYjk2ODM4NmNlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR0,0,101,150_.jpg"
2473,Movie,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,Mike Birbiglia,United States,02-May-20,2013,TV-14,76 min,Stand-Up Comedy,"On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.",70,,82,English,"https://m.media-amazon.com/images/M/MV5BYTk2NzdlNTktNmRlNy00NGUxLTg4N2YtOWVmOGYzZDFjYjMwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
2474,Movie,Roped,Shaun Paul Piccinino,"Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville",United States,02-May-20,2020,PG,90 min,"Children & Family Movies, Dramas, Romantic Movies",A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,10,74,80,English,"https://m.media-amazon.com/images/M/MV5BOTMwY2EwZjctMGYwMi00Mzg3LWJlZTAtZWMyODgzYTQ4ZTU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR0,0,101,150_.jpg"
2475,Movie,The Stand at Paxton County,Brett Hedlund,"Jacqueline Toboni, Michael O'Neill, Tyler Jacob Moore, Christopher McDonald, Sean O'Bryan, Blake Sheldon, Zoe Kanters, Greg Perrow, Tanner Thomason",United States,02-May-20,2020,R,103 min,"Dramas, Independent Movies, Thrillers",A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,60,74,80,English,"https://m.media-amazon.com/images/M/MV5BMTcyNDllY2EtNWIxMC00NzE1LWFkYzEtM2QxZDgxY2I1MzRhXkEyXkFqcGdeQXVyMDE3NjA0NQ@@._V1_SY150_CR0,0,101,150_.jpg"
2476,TV Show,The Universe: Ancient Mysteries Solved,,Erik Thompson,,02-May-20,2015,TV-PG,1 Season,"Docuseries, Science & Nature TV","From astronomical events to shapes and patterns in space, strange and wonderful phenomena are explored with modern science in this series.",41,,82,English,"https://m.media-amazon.com/images/M/MV5BY2FhYzQxMmMtYTAxYS00MmMwLWFlMGYtMWU3ODVlMDA4MDhmXkEyXkFqcGdeQXVyMTE0OTcwNzk3._V1_SX101_CR0,0,101,150_.jpg"
2477,TV Show,WWII in HD,,"Gary Sinise, Rob Lowe, Josh Lucas, Justin Bartha, Amy Smart, LL Cool J, Steve Zahn, Jason Ritter, Ron Livingston, Tim DeKay, Mark Hefti, James Kyson, Rob Corddry",United States,02-May-20,2009,TV-14,1 Season,Docuseries,Rare color footage interwoven with firsthand interviews and diary entries bring to life the global sweep of World War II via those who were there.,60,,82,English,"https://m.media-amazon.com/images/M/MV5BMTEyMDk2MDM4MTVeQTJeQWpwZ15BbWU3MDE1MzAxMDM@._V1_SY150_CR6,0,101,150_.jpg"
2478,Movie,All Day and a Night,Joe Robert Cole,"Jeffrey Wright, Ashton Sanders, Regina Taylor, Yahya Abdul-Mateen II, Isaiah John, Kelly Jenrette, Shakira Ja-nai Paye",United States,01-May-20,2020,R,122 min,"Dramas, Independent Movies","While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",41,,82,English,"https://m.media-amazon.com/images/M/MV5BNjBlNGNjOWUtOWE3NC00OTU3LTk2ZmQtZTIyYjc0NDgwMjM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg"
2479,Movie,Cracked Up: The Darrell Hammond Story,Michelle Esrick,Darrell Hammond,United States,01-May-20,2018,TV-MA,97 min,Documentaries,"""Saturday Night Live"" star Darrell Hammond reveals the extreme abuse he suffered during childhood, a trauma that nearly destroyed his life as an adult.",10,,82,English,"https://m.media-amazon.com/images/M/MV5BZjdmOWYzN2UtYmU4YS00NDU4LThhMTctMGVkMmIyOGI0M2JmXkEyXkFqcGdeQXVyOTA2OTAxMA@@._V1_SY150_CR0,0,101,150_.jpg"
2480,Movie,Get In,Olivier Abbou,"Adama Niane, Stéphane Caillard, Paul Hamy, Eddy Leduc, Hubert Delattre, Matthieu Kacou, Charlotte Geiger, Christopher Fataki","France, Belgium",01-May-20,2019,TV-MA,98 min,"International Movies, Thrillers","When he returns from vacation and finds his home occupied by squatters, a family man is caught in a conflict that escalates to terrifying heights.",42,71,80,"French, English","https://m.media-amazon.com/images/M/MV5BZTA1ODQzYWItZTVhYS00MzQzLTg5MmItNWRmOWY2YTQ0ZTA5XkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_SY150_CR3,0,101,150_.jpg"
2481,Movie,Go! Go! Cory Carson: The Chrissy,"Alex Woo, Stanley Moore","Alan C. Lim, Maisie Benson, Kerry Gudjohnsen, Terrance Smith, Paul Killam, Omari Weaver, Ella Joy Ballesteros, Smith Foreman, Stanley Moore",United States,01-May-20,2020,TV-Y,42 min,Children & Family Movies,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention.",42,78,80,English,"https://m.media-amazon.com/images/M/MV5BOTVjZWRiODktZjhmMy00NGUwLTk4NjQtNzIyNWYxZGIwYjZkXkEyXkFqcGdeQXVyMTEzMDU1MzM0._V1_SY150_CR3,0,101,150_.jpg"
2482,TV Show,Hollywood,,"David Corenswet, Darren Criss, Patti LuPone, Jeremy Pope, Jim Parsons, Laura Harrier, Joe Mantello, Dylan McDermott, Jake Picking, Holland Taylor, Samara Weaving",United States,01-May-20,2020,TV-MA,1 Season,TV Dramas,"In post-World War II Hollywood, an ambitious group of aspiring actors and filmmakers will do almost anything to make their showbiz dreams come true.",42,,82,English,"https://m.media-amazon.com/images/M/MV5BODc5ZDZmNTEtZDJjZC00ZmMzLWJlZWQtOWNiODI5YjE0YzBmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg"
2483,Movie,I Am Divine,Jeffrey Schwarz,,United States,01-May-20,2013,TV-MA,90 min,"Documentaries, LGBTQ Movies",This captivating documentary explores the life and work of filmmaker John Waters's muse: internationally celebrated drag superstar Divine.,60,,82,English,"https://m.media-amazon.com/images/M/MV5BMjA5NDg0MDQ0OF5BMl5BanBnXkFtZTgwODU1MzA1MDE@._V1_SX101_CR0,0,101,150_.jpg"
2484,Movie,Madagascar: Escape 2 Africa,"Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Bernie Mac, Alec Baldwin, Sherri Shepherd",United States,01-May-20,2008,PG,91 min,"Children & Family Movies, Comedies","A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.",35,,82,English,"https://m.media-amazon.com/images/M/MV5BNTE2YzljYzAtMzRlMi00ZmY1LThiMTMtZGQ3OTI3MTNmOWI2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR0,0,101,150_.jpg"
2485,TV Show,Masha and the Bear,,"Alina Kukushkina, Boris Kutnevich, Giselle Nieto, Elsie Fisher",Russia,01-May-20,2019,TV-Y,4 Seasons,Kids' TV,"Lively little Masha lives near the forest, where she has many wonderful adventures with her best friend, a bear who used to be in the circus.",42,,82,Russian,"https://m.media-amazon.com/images/M/MV5BOTBkNWQ3OWEtYjUyNy00ODBmLWE3ZTMtOWJhZWYyMmE2MGI1XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SY150_CR0,0,101,150_.jpg"
2486,Movie,Material,Craig Freimond,"Vincent Ebrahim, Riaad Moosa, Joey Rasdien, Denise Newman, Krijay Govender, Nik Rabinowitz, Zakeeya Patel, Carishma Basday, Royston Stoffels, Mel Miller",South Africa,01-May-20,2012,TV-14,94 min,"Comedies, Dramas, International Movies","A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs.",42,,82,"English, Zulu","https://m.media-amazon.com/images/M/MV5BMTk4NDU5ODM5MV5BMl5BanBnXkFtZTcwMzI4NzMxNw@@._V1_SY150_CR2,0,101,150_.jpg"
2487,TV Show,Medici: Masters of Florence,,"Richard Madden, Dustin Hoffman, Stuart Martin, Annabel Scholey","Italy, United Kingdom, France",01-May-20,2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas","After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence.",42,,82,"French, English","https://m.media-amazon.com/images/M/MV5BMzY2M2E1MGMtMjA4MS00ODcwLWEwNDctNTAwOWQ2MTYwZmFkXkEyXkFqcGdeQXVyMTk4NDUxNzY@._V1_SY150_CR2,0,101,150_.jpg"
2488,TV Show,Monthly Girls' Nozaki Kun,,"Yuichi Nakamura, Ari Ozawa, Nobuhiko Okamoto, Yuki Ono, Ryohei Kimura, Mai Nakahara, Miyuki Sawashiro, Mamoru Miyano, Marie Miyake, Ayako Kawasumi, Kenta Miyake, Daisuke Ono",Japan,01-May-20,2014,TV-PG,1 Season,"Anime Series, Romantic TV Shows",Art imitates life when Chiyo discovers her crush is a famous artist who wants to use their budding relationship as inspiration for his romantic manga.,41,,82,Japanese,"https://m.media-amazon.com/images/M/MV5BMTE2MDYxY2UtOWQxNy00YmI4LThjN2MtODQ3Y2ZkMzZhMzIzXkEyXkFqcGdeQXVyODc5Mjc4Nzg@._V1_SY150_CR3,0,101,150_.jpg"
2489,Movie,Mrs. Serial Killer,Shirish Kunder,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina, Zayn Marie Khan",India,01-May-20,2020,TV-MA,107 min,"International Movies, Thrillers","When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",10,,82,Hindi,"https://m.media-amazon.com/images/M/MV5BYzJkMjhkZDgtMjM4Yy00OWJiLWFlZmMtMjk5YTVlNDg5NDJhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SY150_CR3,0,101,150_.jpg"
2490,TV Show,Oh Yuck,,"Kayne Tremills, Nia Roam, David Collins, Shane Dundas",Canada,01-May-20,2020,TV-G,1 Season,"Kids' TV, TV Comedies","Using a concoction of cartoons, comedy and live action, Dr. Yuck and his eccentric lab mates investigate the science behind the planet's ickiest things.",42,,82,English,"https://m.media-amazon.com/images/M/MV5BNmZhNzYxODktNjY4NC00MGQ1LTg0ZDUtZWRlYmZiYTNmYTFmXkEyXkFqcGdeQXVyMjY0NDY2NQ@@._V1_SY150_CR2,0,101,150_.jpg"
2491,Movie,Psycho,Mysskin,"Udhayanidhi Stalin, Aditi Rao Hydari, Nithya Menon, Ram, Rajkumar Pitchumani",India,01-May-20,2020,TV-MA,143 min,"Horror Movies, International Movies, Thrillers","As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer’s disturbing psyche emerges.",41,,82,Hindi,"https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX101_CR0,0,101,150_.jpg"
2492,TV Show,Reckoning,,"Aden Young, Sam Trammell, Simone Kessell, Laura Gordon, Gloria Garayua, Mitzi Ruhlmann, Milly Alcock, Ed Oxenbould, Finn Little, Anthony Phelan, Diana Glenn, Lauren Pegus","Australia, United States",01-May-20,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","When a local teen is murdered in their quiet, suburban community, two fathers intent on protecting their families must contend with their inner demons.",42,,82,English,"https://m.media-amazon.com/images/M/MV5BNDZiM2RiYzEtNGQ5NS00ODljLTlkMjAtZTA4ZTVlNTcxMTQxXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SY150_CR3,0,101,150_.jpg"
2493,Movie,The Half Of It,Alice Wu,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz, Collin Chou, Becky Ann Baker, Enrique Murciano, Macintyre Dixon, Catherine Curtin",United States,01-May-20,2020,PG-13,105 min,"Comedies, Dramas, LGBTQ Movies","When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.",42,83,80,English,"https://m.media-amazon.com/images/M/MV5BY2RlZmZkOTUtMDI5Ni00ZjZmLWI1OTItZmUwNWE4ZWVjNzFiXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SY150_CR0,0,101,150_.jpg"
2494,Movie,The Heartbreak Kid,"Bobby Farrelly, Peter Farrelly","Ben Stiller, Michelle Monaghan, Jerry Stiller, Malin Akerman, Stephanie Courtney, Rob Corddry, Carlos Mencia, Ali Hillis, Danny McBride, Scott Wilson",United States,01-May-20,2007,R,116 min,"Comedies, Romantic Movies","Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.",70,,82,English,"https://m.media-amazon.com/images/M/MV5BMjExNTM2NTE2NF5BMl5BanBnXkFtZTcwOTI5MDUzMw@@._V1_SY150_CR0,0,101,150_.jpg"
2495,Movie,Thomas & Friends: Thomas and the Royal Engine,Joey So,"Rosamund Pike, Joseph May, Keith Wickham, Sharon Miller, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw",,01-May-20,2020,TV-Y,23 min,Children & Family Movies,An invitation from the Queen sends Thomas and the crew to London as they weave through delays and debacles while racing to a royal celebration.,41,,82,English,"https://m.media-amazon.com/images/M/MV5BNzRmYzZmZGItZDRjOS00ZTliLTk3ZmYtNWQ5MDhhYzgyODViXkEyXkFqcGdeQXVyMTIwMjU5NzMy._V1_SY150_CR82,0,101,150_.jpg"
2496,Movie,What a Girl Wants,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole","United States, United Kingdom",01-May-20,2003,PG,105 min,"Children & Family Movies, Comedies","In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.",41,,82,English,"https://m.media-amazon.com/images/M/MV5BOTllOWQyNzktMTE5OS00NzJkLTgyYjUtNjIwY2Y4OThhNjgxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg"
2497,Movie,Dangerous Lies,Michael M. Scott,"Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould",United States,30-Apr-20,2020,TV-14,97 min,Thrillers,"A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger.",41,,82,English,"https://m.media-amazon.com/images/M/MV5BMDRjMmUzMTEtMWJiMC00MDUwLWExOGQtNDU2ZTU0Y2RmY2YzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SY150_CR0,0,101,150_.jpg"
2498,TV Show,DRIFTING DRAGONS,,"Tomoaki Maeno, Sora Amamiya, Soma Saito, Kana Hanazawa, Junichi Suwabe, Tomokazu Seki, Takahiro Sakurai, Kohsuke Toriumi, Rie Kugimiya, Kentaro Kumagai, Makoto Furukawa, Takashi Matsuyama, Shunsuke Takeuchi, Yuto Uemura, Chinatsu Akasaki, Junya Enoki, Kazuhiko Inoue, Hiroo Sasaki",Japan,30-Apr-20,2020,TV-14,1 Season,"Anime Series, International TV Shows","Dragons are on the menu as the crew of the airship Quin Zaza sets out on a hunt. If they fail, empty stomachs will be the least of their worries.",60,,82,Japanese,"https://m.media-amazon.com/images/M/MV5BZTA2YTk4OWMtZDg4Mi00N2Q5LWI2ZjMtMzcxZmE3OWZlNzdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
2499,TV Show,El señor de los Cielos,,"Rafael Amaya, Ximena Herrera, Robinson Díaz, Raúl Méndez, Gabriel Porras, Carmen Villalobos, Mauricio Ochmann, Fernanda Castillo, Marlene Favela, Carmen Aub, Maritza Rodríguez","United States, Mexico, Colombia",30-Apr-20,2019,TV-MA,7 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.,35,80,80,English,"https://m.media-amazon.com/images/M/MV5BN2JjZjQ1MjUtNDNiOC00NmNmLThjYmUtYzUxYjcxNjdjZWU1XkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SY150_CR7,0,101,150_.jpg"
2500,TV Show,Good Witch,,"Catherine Bell, Bailee Madison, Rhys Matthew Bond, James Denton, Catherine Disher, Anthony Lemke, Peter MacNeill, Hannah Endicott-Douglas, Noah Cappe, Kylee Evans","United States, Canada",30-Apr-20,2019,TV-PG,5 Seasons,"TV Dramas, TV Sci-Fi & Fantasy","Raising her daughter in a small town, an enchanting widow with magical powers provokes the interest and exasperation of a skeptical big-city doctor.",60,86,80,English,"https://m.media-amazon.com/images/M/MV5BNjExMTJkMWEtYTM1Yy00YjBlLWEzOWItNGM0YzZjNzFkMjlkXkEyXkFqcGdeQXVyMTE2OTE2MzE1._V1_SY150_CR0,0,101,150_.jpg"
2501,Movie,Rich in Love,Bruno Garotti,"Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes, Gillray Coutinho, Jeniffer Dias, Bruna Griphao, Fernanda Paes Leme",Brazil,30-Apr-20,2020,TV-14,105 min,"Comedies, International Movies, Romantic Movies","Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.",60,83,80,Portuguese,"https://m.media-amazon.com/images/M/MV5BM2IwZjU4YTgtNWM3Ni00MjAzLWJiZGItZTQ4M2M5YTk4Mzk2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
2502,TV Show,The Forest of Love: Deep Cut,Sion Sono,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,30-Apr-20,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,35,95,80,Japanese,"https://m.media-amazon.com/images/M/MV5BMTEyYTQzNGYtN2YzYS00MDhjLWJjNTctNzkyMzY5YzhkYzg3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
2503,TV Show,The Victims' Game,"David Chuang, Chen Kuan-chung","Joseph Chang, Hsu Wei-ning, Jason Wang, Ruby Lin, Moon Lee, River Huang, Chen Chia-kuei, Ding Ning, Hsia Ching-ting, Rexen Cheng",Taiwan,30-Apr-20,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.",35,95,80,Mandarin,"https://m.media-amazon.com/images/M/MV5BMzQ0Njg4NjItYjZhZC00ZDk3LWE4ZmYtZGYyNTQ1ZTY2OWYxXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX101_CR0,0,101,150_.jpg"
2504,Movie,A Secret Love,Chris Bolan,,United States,29-Apr-20,2020,TV-14,83 min,"Documentaries, LGBTQ Movies","Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",60,86,80,English,"https://m.media-amazon.com/images/M/MV5BNzRlMmUzNjUtMDczOC00YjQ5LWE0NDMtY2RkNzI5ODA4NmU3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg"
2505,Movie,Ekşi Elmalar,Yılmaz Erdoğan,"Yılmaz Erdoğan, Farah Zeynep Abdullah, Songül Öden, Şükran Ovalı, Devrim Yakut, Şükrü Özyıldız, Fatih Artman, Cezmi Baskın, Caner Cindoruk, Ersin Korkut",Turkey,29-Apr-20,2016,TV-PG,109 min,"Dramas, International Movies","In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.",60,95,80,"Turkish, English","https://m.media-amazon.com/images/M/MV5BZTNmMGI4NTgtM2NlZS00YWU0LTgwYzAtZDQyZDFkY2JkMzM2XkEyXkFqcGdeQXVyNDM4NjIwODc@._V1_SY150_CR2,0,101,150_.jpg"
2506,TV Show,Extracurricular,,"Kim Dong-hee, Jung Da-bin, Park Ju-hyun, Nam Yoon-su, Choi Min-soo, Kim Yeo-jin, Park Hyuk-kwon",South Korea,29-Apr-20,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.,60,82,80,Korean,"https://m.media-amazon.com/images/M/MV5BYzg0NjMyOTYtNjAyNi00MmFkLWExMjQtOGRhMDA0MmNlNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg"
2507,Movie,Love Is War,Omoni Oboli,"Omoni Oboli, Richard Mofe-Damijo, Jide Kosoko, Akin Lewis, Bimbo Manuel, Shaffy Bello, Toke Makinwa, Femi Branch, Uzor Osimkpa",Nigeria,29-Apr-20,2019,TV-14,111 min,"Comedies, Dramas, International Movies",An adoring couple elects to test the strength of their marriage when they run against each other for the office of state governor.,35,,82,English,"https://m.media-amazon.com/images/M/MV5BYmE0ZGE2MTAtZDY0YS00YjQyLTk2YTEtZTU0NTBlODE2ZDY0XkEyXkFqcGdeQXVyMjE2NzE4OTQ@._V1_SY150_CR2,0,101,150_.jpg"
2508,Movie,Murder to Mercy: The Cyntoia Brown Story,,,United States,29-Apr-20,2020,TV-MA,97 min,Documentaries,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",35,,82,English,"https://m.media-amazon.com/images/M/MV5BZTdjMTk1NmItMjc4Ni00NTJmLWIyYTQtMGFiZWRhMDE0YzMxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR24,0,101,150_.jpg"
2509,TV Show,Nadiya’s Time to Eat,,Nadiya Hussain,United Kingdom,29-Apr-20,2020,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV","On this cooking show, Nadiya Hussain serves up delicious shortcuts, vital ingredients and fast favorites — perfect for today's time-strapped families.",60,91,80,English,"https://m.media-amazon.com/images/M/MV5BNDhjN2QxZTktMDM4NS00YTc5LWI3M2MtNzI4NDY0YTQ2MmIyXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SY150_CR0,0,101,150_.jpg"
2510,Movie,R.K.Nagar,Saravana Rajan,"Vaibhav Reddy, Sana Althaf, Sampath Raj, Inigo Prabhakaran, Anjana Keerthi, Subbu Panchu",India,29-Apr-20,2019,TV-14,132 min,"Action & Adventure, Comedies, Dramas",Things look up for a Chennai man struggling to make ends meet when he falls for a politician’s daughter – until he gets entangled in a murder case.,35,92,80,Hindi,"https://m.media-amazon.com/images/M/MV5BODA4NzJlMWEtNmUyNy00MjM0LTg2NWYtMjU1NzI1ZTI3ZDg2XkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_SY150_CR4,0,101,150_.jpg"
2511,TV Show,Tjovitjo,,"Warren Masemola, Nobulali Dangazele, Rapulana Seiphemo, Sibulele Gcilitshana, Jabulile Mahlambi, Ntosh Madlingozi, Hlengiwe Lushaba, Kanyi Nokwe, Harriet Manamela, Soso Rungqu, Fisiwe Kubeka, Victor Mohale",South Africa,29-Apr-20,2017,TV-MA,2 Seasons,"International TV Shows, TV Dramas","Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community.",60,,82,"English, Zulu","https://m.media-amazon.com/images/M/MV5BYmQ0Y2ViZWUtYzZiNy00ZGI0LTliNjAtYjZmNGU5MjQ2MjUwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
2512,Movie,Beynelmilel,"Muharrem Gülmez, Sırrı Süreyya Önder","Cezmi Baskın, Özgü Namal, Umut Kurt, Nazmi Kırık, Bahri Beyat, Meral Okay, Dilber Ay, Şahin Irmak, Oktay Kaynarca, Burak Tamdoğan",Turkey,28-Apr-20,2006,TV-MA,102 min,"Comedies, Dramas, International Movies","When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.",60,94,80,"Turkish, English","https://m.media-amazon.com/images/M/MV5BMjAwNDczMTM3NV5BMl5BanBnXkFtZTcwMjM1NjI0MQ@@._V1_SY150_CR2,0,101,150_.jpg"
2513,Movie,Bir Baba Hindu,Sermiyan Midyat,"Sermiyan Midyat, Şafak Sezer, Nicole Faria, Burak Satıbol","Turkey, India",28-Apr-20,2016,TV-MA,107 min,"Action & Adventure, Comedies, International Movies",A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.,60,91,80,"Turkish, English","https://m.media-amazon.com/images/M/MV5BNzE4ZmI2NjYtMGQ1My00OTM0LWJkNjItNDQ5NGMyY2YxNzYxXkEyXkFqcGdeQXVyNDM4NjIwODc@._V1_SY150_CR2,0,101,150_.jpg"
2514,Movie,Boushkash,"Ahmed Yousry, Hazem Fouda","Mohamed Saad, Zeina, Ezzat Abou Aouf, Edward, Hassan Hosny, Ahmed Rateb, Hamdi el Sakhawy, Safaa El-Toukhy",Egypt,28-Apr-20,2008,TV-MA,100 min,"Comedies, International Movies",A former goalkeeper-turned-talent scout embarks on a mischievous adventure to recruit players for Egyptian football clubs.,60,95,80,Arabic,"https://m.media-amazon.com/images/M/MV5BMmIyNTU1NzUtOTVjMS00YjUyLThhOGItOWFmZmUwMTk2ZDZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
2515,Movie,Cinar Agaci,Handan İpekçi,"Nurgül Yeşilçay, Celile Toyon Uysal, Deniz Deha Lostar, Settar Tanrıöğen, Suzan Aksoy, Hüseyin Avni Danyal, Jülide Kural, Ragıp Savaş",Turkey,28-Apr-20,2011,TV-14,115 min,"Comedies, Dramas, International Movies","A matriarch and her grandson forge a special bond during family picnics every two months, until her health causes a conflict among the relatives.",35,74,80,"Turkish, English","https://m.media-amazon.com/images/M/MV5BMjI4NTIxNDUwNV5BMl5BanBnXkFtZTcwNzg5NjQ5Ng@@._V1_SY150_CR2,0,101,150_.jpg"
2516,Movie,Görümce,Kıvanç Baruönü,"Eda Ece, Dilşah Demir, Gupse Özay, Buğra Gülsoy",Turkey,28-Apr-20,2016,TV-MA,104 min,"Comedies, International Movies, Music & Musicals","When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes.",35,89,80,"Turkish, English","https://m.media-amazon.com/images/M/MV5BZmFiMGFjZWYtNTI5Yi00YmNmLWI3ZDgtODhmZmFkY2Q4N2RiXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_SX101_CR0,0,101,150_.jpg"
